str	G2	FW	PVB	SKT	IG	TL
211212112211	t	t	f	t	t	f
111212112211	t	t	f	t	t	f
222112112211	t	t	f	t	t	f
122112112211	t	t	f	t	t	f
212112112211	t	t	f	t	t	f
112112112211	t	t	f	t	t	f
221112112211	t	t	f	t	t	f
121112112211	t	t	f	t	t	f
211112112211	t	t	f	t	t	f
111112112211	t	t	f	t	t	f
222221112211	t	t	f	t	t	f
122221112211	t	m	f	t	t	m
212221112211	t	t	f	t	t	f
112221112211	t	t	f	t	t	f
221221112211	t	t	f	t	t	f
121221112211	t	m	f	t	t	m
211221112211	t	t	f	t	t	f
111221112211	t	t	f	t	t	f
222121112211	t	t	f	t	t	f
122121112211	t	t	f	t	t	f
212121112211	t	t	f	t	t	f
112121112211	t	t	f	t	t	f
221121112211	t	t	f	t	t	f
121121112211	t	t	f	t	t	f
211121112211	t	t	f	t	t	f
111121112211	t	t	f	t	t	f
222211112211	t	t	f	t	t	f
122211112211	t	t	f	t	t	f
212211112211	t	t	f	t	t	f
112211112211	t	t	f	t	t	f
221211112211	t	t	f	t	t	f
121211112211	t	t	f	t	t	f
211211112211	t	t	f	t	t	f
111211112211	t	t	f	t	t	f
222111112211	t	t	f	t	t	f
122111112211	t	t	f	t	t	f
212111112211	t	t	f	t	t	f
112111112211	t	t	f	t	t	f
221111112211	t	t	f	t	t	f
121111112211	t	t	f	t	t	f
211111112211	t	t	f	t	t	f
111111112211	t	t	f	t	t	f
222222221211	t	f	f	t	t	t
122222221211	t	f	f	t	t	t
212222221211	t	m	f	t	t	m
112222221211	t	f	f	t	t	t
221222221211	t	f	f	t	t	t
121222221211	t	f	f	t	t	t
211222221211	t	m	f	t	t	m
111222221211	t	f	f	t	t	t
222122221211	t	m	f	m	t	m
122122221211	t	f	f	t	t	t
212122221211	t	t	f	t	t	f
112122221211	t	m	f	t	t	m
221122221211	t	m	f	m	t	m
121122221211	t	f	f	t	t	t
211122221211	t	t	f	t	t	f
111122221211	t	m	f	t	t	m
222212221211	t	m	f	t	t	m
122212221211	t	f	f	t	t	t
212212221211	t	t	f	t	t	f
112212221211	t	m	m	t	t	m
221212221211	t	m	f	t	t	m
121212221211	t	f	f	t	t	t
211212221211	t	t	f	t	t	f
111212221211	t	m	m	t	t	m
222112221211	t	t	f	t	t	f
122112221211	t	m	f	t	t	m
212112221211	t	t	f	t	t	f
112112221211	t	t	f	t	t	f
221112221211	t	t	f	t	t	f
121112221211	t	m	f	t	t	m
211112221211	t	t	f	t	t	f
111112221211	t	t	f	t	t	f
222221221211	t	f	f	t	t	t
122221221211	t	f	f	t	t	t
212221221211	t	m	m	t	t	m
112221221211	t	f	m	t	t	m
221221221211	t	f	f	t	t	t
121221221211	t	f	f	t	t	t
211221221211	t	m	m	t	t	m
111221221211	t	f	m	t	t	m
222121221211	t	t	f	f	t	t
122121221211	t	m	f	m	t	t
212121221211	t	t	m	m	t	m
112121221211	t	m	m	m	t	m
221121221211	t	t	f	f	t	t
121121221211	t	m	f	m	t	t
211121221211	t	t	m	m	t	m
111121221211	t	m	m	m	t	m
222211221211	t	m	f	t	t	m
122211221211	t	f	f	t	t	t
212211221211	t	t	f	t	t	f
112211221211	t	f	t	t	t	f
221211221211	t	m	f	t	t	m
121211221211	t	f	f	t	t	t
211211221211	t	t	f	t	t	f
111211221211	t	f	t	t	t	f
222111221211	t	t	f	m	t	m
122111221211	t	m	f	m	t	m
212111221211	t	t	m	m	t	f
112111221211	t	m	m	m	t	f
221111221211	t	t	f	m	t	m
121111221211	t	m	f	m	t	m
211111221211	t	t	m	m	t	f
111111221211	t	m	m	m	t	f
222222121211	t	m	f	t	t	m
122222121211	t	f	f	t	t	t
212222121211	t	t	f	t	t	f
112222121211	t	m	m	t	t	m
221222121211	t	m	f	t	t	m
121222121211	t	f	f	t	t	t
211222121211	t	t	f	t	t	f
111222121211	t	m	m	t	t	m
222122121211	t	t	f	t	t	f
122122121211	t	m	f	t	t	m
212122121211	t	t	f	t	t	f
112122121211	t	t	f	t	t	f
221122121211	t	t	f	t	t	f
121122121211	t	m	f	t	t	m
211122121211	t	t	f	t	t	f
111122121211	t	t	f	t	t	f
222212121211	t	t	f	t	t	f
122212121211	t	m	f	t	t	m
212212121211	t	t	f	t	t	f
112212121211	t	t	f	t	t	f
221212121211	t	t	f	t	t	f
121212121211	t	m	f	t	t	m
211212121211	t	t	f	t	t	f
111212121211	t	t	f	t	t	f
222112121211	t	t	f	t	t	f
122112121211	t	t	f	t	t	f
212112121211	t	t	f	t	t	f
112112121211	t	t	f	t	t	f
221112121211	t	t	f	t	t	f
121112121211	t	t	f	t	t	f
211112121211	t	t	f	t	t	f
111112121211	t	t	f	t	t	f
222221121211	t	m	f	t	t	m
122221121211	t	f	f	t	t	t
212221121211	t	t	f	t	t	f
112221121211	t	f	t	t	t	f
221221121211	t	m	f	t	t	m
121221121211	t	f	f	t	t	t
211221121211	t	t	f	t	t	f
111221121211	t	f	t	t	t	f
222121121211	t	t	f	t	t	f
122121121211	t	m	f	t	t	m
212121121211	t	t	f	t	t	f
112121121211	t	t	f	t	t	f
221121121211	t	t	f	t	t	f
121121121211	t	m	f	t	t	m
211121121211	t	t	f	t	t	f
111121121211	t	t	f	t	t	f
222211121211	t	t	f	t	t	f
122211121211	t	m	f	t	t	m
212211121211	t	t	f	t	t	f
112211121211	t	f	t	t	t	f
221211121211	t	t	f	t	t	f
121211121211	t	m	f	t	t	m
211211121211	t	t	f	t	t	f
111211121211	t	f	t	t	t	f
222111121211	t	t	f	t	t	f
122111121211	t	t	f	t	t	f
212111121211	t	t	f	t	t	f
112111121211	t	t	f	t	t	f
221111121211	t	t	f	t	t	f
121111121211	t	t	f	t	t	f
211111121211	t	t	f	t	t	f
111111121211	t	t	f	t	t	f
222222211211	t	f	f	t	t	t
122222211211	t	f	f	t	t	t
212222211211	t	m	f	t	t	m
112222211211	t	f	f	t	t	t
221222211211	t	f	f	t	t	t
121222211211	t	f	f	t	t	t
211222211211	t	m	f	t	t	m
111222211211	t	f	f	t	t	t
222122211211	t	m	f	m	t	m
122122211211	t	f	f	t	t	t
212122211211	t	t	f	t	t	f
112122211211	t	m	f	t	t	m
221122211211	t	m	f	m	t	m
121122211211	t	f	f	t	t	t
211122211211	t	t	f	t	t	f
111122211211	t	m	f	t	t	m
222212211211	t	m	f	t	t	m
122212211211	t	f	f	t	t	t
212212211211	t	t	f	t	t	f
112212211211	t	m	f	t	t	m
221212211211	t	m	f	t	t	m
121212211211	t	f	f	t	t	t
211212211211	t	t	f	t	t	f
111212211211	t	m	f	t	t	m
222112211211	t	t	f	t	t	f
122112211211	t	m	f	t	t	m
212112211211	t	t	f	t	t	f
112112211211	t	t	f	t	t	f
221112211211	t	t	f	t	t	f
121112211211	t	m	f	t	t	m
211112211211	t	t	f	t	t	f
111112211211	t	t	f	t	t	f
222221211211	t	f	f	t	t	t
122221211211	t	f	f	t	t	t
212221211211	t	m	f	t	t	m
112221211211	t	f	f	t	t	t
221221211211	t	f	f	t	t	t
121221211211	t	f	f	t	t	t
211221211211	t	m	f	t	t	m
111221211211	t	f	f	t	t	t
222121211211	t	t	f	f	t	t
122121211211	t	m	f	m	t	t
212121211211	t	t	f	m	t	m
112121211211	t	m	f	m	t	m
221121211211	t	t	f	f	t	t
121121211211	t	m	f	m	t	t
211121211211	t	t	f	m	t	m
111121211211	t	m	f	m	t	m
222211211211	t	m	f	t	t	m
122211211211	t	f	f	t	t	t
212211211211	t	t	f	t	t	f
112211211211	t	m	m	t	t	m
221211211211	t	m	f	t	t	m
121211211211	t	f	f	t	t	t
211211211211	t	t	f	t	t	f
111211211211	t	m	m	t	t	m
222111211211	t	t	f	m	t	m
122111211211	t	m	f	m	t	m
212111211211	t	t	f	t	t	f
112111211211	t	t	f	t	t	f
221111211211	t	t	f	m	t	m
121111211211	t	m	f	m	t	m
211111211211	t	t	f	t	t	f
111111211211	t	t	f	t	t	f
222222111211	t	m	f	t	t	m
122222111211	t	f	f	t	t	t
212222111211	t	t	f	t	t	f
112222111211	t	m	f	t	t	m
221222111211	t	m	f	t	t	m
121222111211	t	f	f	t	t	t
211222111211	t	t	f	t	t	f
111222111211	t	m	f	t	t	m
222122111211	t	t	f	t	t	f
122122111211	t	m	f	t	t	m
212122111211	t	t	f	t	t	f
112122111211	t	t	f	t	t	f
221122111211	t	t	f	t	t	f
121122111211	t	m	f	t	t	m
211122111211	t	t	f	t	t	f
111122111211	t	t	f	t	t	f
222212111211	t	t	f	t	t	f
122212111211	t	m	f	t	t	m
212212111211	t	t	f	t	t	f
112212111211	t	t	f	t	t	f
221212111211	t	t	f	t	t	f
121212111211	t	m	f	t	t	m
211212111211	t	t	f	t	t	f
111212111211	t	t	f	t	t	f
222112111211	t	t	f	t	t	f
122112111211	t	t	f	t	t	f
212112111211	t	t	f	t	t	f
112112111211	t	t	f	t	t	f
221112111211	t	t	f	t	t	f
121112111211	t	t	f	t	t	f
211112111211	t	t	f	t	t	f
111112111211	t	t	f	t	t	f
222221111211	t	m	f	t	t	m
122221111211	t	f	f	t	t	t
212221111211	t	t	f	t	t	f
112221111211	t	m	m	t	t	m
221221111211	t	m	f	t	t	m
121221111211	t	f	f	t	t	t
211221111211	t	t	f	t	t	f
111221111211	t	m	m	t	t	m
222121111211	t	t	f	t	t	f
122121111211	t	m	f	t	t	m
212121111211	t	t	f	t	t	f
112121111211	t	t	f	t	t	f
221121111211	t	t	f	t	t	f
121121111211	t	m	f	t	t	m
211121111211	t	t	f	t	t	f
111121111211	t	t	f	t	t	f
222211111211	t	t	f	t	t	f
122211111211	t	m	f	t	t	m
212211111211	t	t	f	t	t	f
112211111211	t	t	f	t	t	f
221211111211	t	t	f	t	t	f
121211111211	t	m	f	t	t	m
211211111211	t	t	f	t	t	f
111211111211	t	t	f	t	t	f
222111111211	t	t	f	t	t	f
122111111211	t	t	f	t	t	f
212111111211	t	t	f	t	t	f
112111111211	t	t	f	t	t	f
221111111211	t	t	f	t	t	f
121111111211	t	t	f	t	t	f
211111111211	t	t	f	t	t	f
111111111211	t	t	f	t	t	f
222222222111	m	m	f	t	t	t
122222222111	t	f	f	t	t	t
212222222111	m	m	f	t	t	m
112222222111	t	f	f	t	t	t
221222222111	t	m	f	t	m	t
121222222111	t	f	f	t	t	t
211222222111	t	m	f	t	m	m
111222222111	t	f	f	t	t	t
222122222111	t	t	f	f	t	t
122122222111	t	m	f	m	t	t
212122222111	m	t	f	m	t	m
112122222111	t	m	f	m	t	m
221122222111	t	t	f	m	m	t
121122222111	t	m	f	m	m	t
211122222111	t	t	f	m	m	m
111122222111	t	m	f	m	m	m
222212222111	m	m	f	t	t	m
122212222111	t	f	f	t	t	t
212212222111	t	t	f	t	t	f
112212222111	t	m	f	t	t	m
221212222111	t	m	f	t	t	m
121212222111	t	f	f	t	t	t
211212222111	t	t	f	t	t	f
111212222111	t	m	f	t	t	m
222112222111	m	t	f	m	t	m
122112222111	t	m	f	m	t	m
212112222111	t	t	f	t	t	f
112112222111	t	t	f	t	t	f
221112222111	t	t	f	m	t	m
121112222111	t	m	f	m	t	m
211112222111	t	t	f	t	t	f
111112222111	t	t	f	t	t	f
222221222111	m	m	f	m	t	t
122221222111	t	f	f	t	t	t
212221222111	m	m	f	m	t	m
112221222111	t	f	f	t	t	t
221221222111	t	m	f	m	m	t
121221222111	t	f	f	t	t	t
211221222111	t	m	f	m	m	m
111221222111	t	f	f	t	t	t
222121222111	t	t	f	f	t	t
122121222111	t	t	f	f	t	t
212121222111	t	t	f	f	t	t
112121222111	t	t	f	f	t	t
221121222111	t	t	f	f	t	t
121121222111	t	t	f	f	t	t
211121222111	t	t	f	f	t	t
111121222111	t	t	f	f	t	t
222211222111	m	m	f	m	t	m
122211222111	t	f	f	t	t	t
212211222111	t	t	f	t	t	f
112211222111	t	m	m	t	t	m
221211222111	t	m	f	m	t	m
121211222111	t	f	f	t	t	t
211211222111	t	t	f	t	t	f
111211222111	t	m	m	t	t	m
222111222111	t	t	f	f	t	t
122111222111	t	t	f	f	t	t
212111222111	t	t	m	m	t	m
112111222111	t	t	m	m	t	m
221111222111	t	t	f	f	t	t
121111222111	t	t	f	f	t	t
211111222111	t	t	m	m	t	m
111111222111	t	t	m	m	t	m
222222122111	m	m	f	t	t	m
122222122111	t	f	f	t	t	t
212222122111	t	t	f	t	t	f
112222122111	t	m	f	t	t	m
221222122111	t	m	f	t	m	m
121222122111	t	f	f	t	t	t
211222122111	t	t	f	t	t	f
111222122111	t	m	f	t	t	m
222122122111	m	t	f	t	t	m
122122122111	t	m	f	t	t	m
212122122111	t	t	f	t	t	f
112122122111	t	t	f	t	t	f
221122122111	t	t	f	t	m	m
121122122111	t	m	f	t	m	m
211122122111	t	t	f	t	t	f
111122122111	t	t	f	t	t	f
222212122111	t	t	f	t	t	f
122212122111	t	m	f	t	t	m
212212122111	t	t	f	t	t	f
112212122111	t	t	f	t	t	f
221212122111	t	t	f	t	t	f
121212122111	t	m	f	t	t	m
211212122111	t	t	f	t	t	f
111212122111	t	t	f	t	t	f
222112122111	t	t	f	t	t	f
122112122111	t	t	f	t	t	f
212112122111	t	t	f	t	t	f
112112122111	t	t	f	t	t	f
221112122111	t	t	f	t	t	f
121112122111	t	t	f	t	t	f
211112122111	t	t	f	t	t	f
111112122111	t	t	f	t	t	f
222221122111	m	m	f	t	t	m
122221122111	t	f	f	t	t	t
212221122111	t	t	f	t	t	f
112221122111	t	m	m	t	t	m
221221122111	t	m	f	t	m	m
121221122111	t	f	f	t	t	t
211221122111	t	t	f	t	t	f
111221122111	t	m	m	t	t	m
222121122111	m	t	f	m	t	m
122121122111	t	m	f	m	t	m
212121122111	t	t	f	t	t	f
112121122111	t	t	f	t	t	f
221121122111	t	t	f	m	m	m
121121122111	t	m	f	m	m	m
211121122111	t	t	f	t	t	f
111121122111	t	t	f	t	t	f
222211122111	t	t	f	t	t	f
122211122111	t	m	f	t	t	m
212211122111	t	t	f	t	t	f
112211122111	t	t	f	t	t	f
221211122111	t	t	f	t	t	f
121211122111	t	m	f	t	t	m
211211122111	t	t	f	t	t	f
111211122111	t	t	f	t	t	f
222111122111	t	t	f	t	t	f
122111122111	t	t	f	t	t	f
212111122111	t	t	f	t	t	f
112111122111	t	t	f	t	t	f
221111122111	t	t	f	t	t	f
121111122111	t	t	f	t	t	f
211111122111	t	t	f	t	t	f
111111122111	t	t	f	t	t	f
222222212111	t	f	f	t	t	t
122222212111	t	f	f	t	t	t
212222212111	t	m	f	t	t	m
112222212111	t	f	f	t	t	t
221222212111	t	m	f	t	m	t
121222212111	t	f	f	t	t	t
211222212111	t	m	f	t	m	m
111222212111	t	f	f	t	t	t
222122212111	t	t	f	f	t	t
122122212111	t	m	f	m	t	t
212122212111	t	t	f	m	t	m
112122212111	t	m	f	m	t	m
221122212111	t	t	f	m	m	t
121122212111	t	m	f	m	m	t
211122212111	t	t	f	m	m	m
111122212111	t	m	f	m	m	m
222212212111	t	m	f	t	t	m
122212212111	t	f	f	t	t	t
212212212111	t	t	f	t	t	f
112212212111	t	m	f	t	t	m
221212212111	t	m	f	t	t	m
121212212111	t	f	f	t	t	t
211212212111	t	t	f	t	t	f
111212212111	t	m	f	t	t	m
222112212111	t	t	f	m	t	m
122112212111	t	m	f	m	t	m
212112212111	t	t	f	t	t	f
112112212111	t	t	f	t	t	f
221112212111	t	t	f	m	t	m
121112212111	t	m	f	m	t	m
211112212111	t	t	f	t	t	f
111112212111	t	t	f	t	t	f
222221212111	t	f	f	t	t	t
122221212111	t	f	f	t	t	t
212221212111	t	m	f	m	t	m
112221212111	t	f	f	t	t	t
221221212111	t	m	f	m	m	t
121221212111	t	f	f	t	t	t
211221212111	t	m	f	m	m	m
111221212111	t	f	f	t	t	t
222121212111	t	t	f	f	t	t
122121212111	t	t	f	f	t	t
212121212111	t	t	f	f	t	t
112121212111	t	t	f	f	t	t
221121212111	t	t	f	f	t	t
121121212111	t	t	f	f	t	t
211121212111	t	t	f	f	t	t
111121212111	t	t	f	f	t	t
222211212111	t	m	f	m	t	m
122211212111	t	f	f	t	t	t
212211212111	t	t	f	t	t	f
112211212111	t	m	f	t	t	m
221211212111	t	m	f	m	t	m
121211212111	t	f	f	t	t	t
211211212111	t	t	f	t	t	f
111211212111	t	m	f	t	t	m
222111212111	t	t	f	f	t	t
122111212111	t	t	f	f	t	t
212111212111	t	t	f	m	t	m
112111212111	t	t	f	m	t	m
221111212111	t	t	f	f	t	t
121111212111	t	t	f	f	t	t
211111212111	t	t	f	m	t	m
111111212111	t	t	f	m	t	m
222222112111	t	m	f	t	t	m
122222112111	t	f	f	t	t	t
212222112111	t	t	f	t	t	f
112222112111	t	m	f	t	t	m
221222112111	t	m	f	t	m	m
121222112111	t	f	f	t	t	t
211222112111	t	t	f	t	t	f
111222112111	t	m	f	t	t	m
222122112111	t	t	f	t	t	f
122122112111	t	m	f	t	t	m
212122112111	t	t	f	t	t	f
112122112111	t	t	f	t	t	f
221122112111	t	t	f	t	m	m
121122112111	t	m	f	t	m	m
211122112111	t	t	f	t	t	f
111122112111	t	t	f	t	t	f
222212112111	t	t	f	t	t	f
122212112111	t	m	f	t	t	m
212212112111	t	t	f	t	t	f
112212112111	t	t	f	t	t	f
221212112111	t	t	f	t	t	f
121212112111	t	m	f	t	t	m
211212112111	t	t	f	t	t	f
111212112111	t	t	f	t	t	f
222112112111	t	t	f	t	t	f
122112112111	t	t	f	t	t	f
212112112111	t	t	f	t	t	f
112112112111	t	t	f	t	t	f
221112112111	t	t	f	t	t	f
121112112111	t	t	f	t	t	f
211112112111	t	t	f	t	t	f
111112112111	t	t	f	t	t	f
222221112111	t	m	f	t	t	m
122221112111	t	f	f	t	t	t
212221112111	t	t	f	t	t	f
112221112111	t	m	f	t	t	m
221221112111	t	m	f	t	m	m
121221112111	t	f	f	t	t	t
211221112111	t	t	f	t	t	f
111221112111	t	m	f	t	t	m
222121112111	t	t	f	t	t	f
122121112111	t	m	f	m	t	m
212121112111	t	t	f	t	t	f
112121112111	t	t	f	t	t	f
221121112111	t	t	f	m	m	m
121121112111	t	m	f	m	m	m
211121112111	t	t	f	t	t	f
111121112111	t	t	f	t	t	f
222211112111	t	t	f	t	t	f
122211112111	t	m	f	t	t	m
212211112111	t	t	f	t	t	f
112211112111	t	t	f	t	t	f
221211112111	t	t	f	t	t	f
121211112111	t	m	f	t	t	m
211211112111	t	t	f	t	t	f
111211112111	t	t	f	t	t	f
222111112111	t	t	f	t	t	f
122111112111	t	t	f	t	t	f
212111112111	t	t	f	t	t	f
112111112111	t	t	f	t	t	f
221111112111	t	t	f	t	t	f
121111112111	t	t	f	t	t	f
211111112111	t	t	f	t	t	f
111111112111	t	t	f	t	t	f
222222221111	t	f	f	t	t	t
122222221111	t	f	f	t	t	t
212222221111	t	f	f	t	t	t
112222221111	t	f	f	t	t	t
221222221111	t	f	f	t	t	t
121222221111	t	f	f	t	t	t
211222221111	t	f	f	t	t	t
111222221111	t	f	f	t	t	t
222122221111	m	m	f	m	t	t
122122221111	t	f	f	t	t	t
212122221111	m	m	f	m	t	m
112122221111	t	f	f	t	t	t
221122221111	t	m	f	m	t	t
121122221111	t	f	f	t	t	t
211122221111	t	m	f	m	t	m
111122221111	t	f	f	t	t	t
222212221111	t	f	f	t	t	t
122212221111	t	f	f	t	t	t
212212221111	t	m	f	t	t	m
112212221111	t	f	f	t	t	t
221212221111	t	f	f	t	t	t
121212221111	t	f	f	t	t	t
211212221111	t	m	f	t	t	m
111212221111	t	f	f	t	t	t
222112221111	m	m	f	m	t	m
122112221111	t	f	f	t	t	t
212112221111	t	t	f	t	t	f
112112221111	t	m	f	t	t	m
221112221111	t	m	f	m	t	m
121112221111	t	f	f	t	t	t
211112221111	t	t	f	t	t	f
111112221111	t	m	f	t	t	m
222221221111	t	f	f	t	t	t
122221221111	t	f	f	t	t	t
212221221111	t	f	f	t	t	t
112221221111	t	f	f	t	t	t
221221221111	t	f	f	t	t	t
121221221111	t	f	f	t	t	t
211221221111	t	f	f	t	t	t
111221221111	t	f	f	t	t	t
222121221111	t	t	f	f	t	t
122121221111	t	m	f	m	t	t
212121221111	t	t	f	f	t	t
112121221111	t	m	m	m	t	t
221121221111	t	t	f	f	t	t
121121221111	t	m	f	m	t	t
211121221111	t	t	f	f	t	t
111121221111	t	m	m	m	t	t
222211221111	t	f	f	t	t	t
122211221111	t	f	f	t	t	t
212211221111	t	m	m	t	t	m
112211221111	t	f	m	t	t	m
221211221111	t	f	f	t	t	t
121211221111	t	f	f	t	t	t
211211221111	t	m	m	t	t	m
111211221111	t	f	m	t	t	m
222111221111	t	t	f	f	t	t
122111221111	t	m	f	m	t	t
212111221111	t	t	m	m	t	m
112111221111	t	m	m	m	t	m
221111221111	t	t	f	f	t	t
121111221111	t	m	f	m	t	t
211111221111	t	t	m	m	t	m
111111221111	t	m	m	m	t	m
222222121111	t	f	f	t	t	t
122222121111	t	f	f	t	t	t
212222121111	t	m	f	t	t	m
112222121111	t	f	f	t	t	t
221222121111	t	f	f	t	t	t
121222121111	t	f	f	t	t	t
211222121111	t	m	f	t	t	m
111222121111	t	f	f	t	t	t
222122121111	m	m	f	t	t	m
122122121111	t	f	f	t	t	t
212122121111	t	t	f	t	t	f
112122121111	t	m	f	t	t	m
221122121111	t	m	f	t	t	m
121122121111	t	f	f	t	t	t
211122121111	t	t	f	t	t	f
111122121111	t	m	f	t	t	m
222212121111	t	m	f	t	t	m
122212121111	t	f	f	t	t	t
212212121111	t	t	f	t	t	f
112212121111	t	m	m	t	t	m
221212121111	t	m	f	t	t	m
121212121111	t	f	f	t	t	t
211212121111	t	t	f	t	t	f
111212121111	t	m	m	t	t	m
222112121111	t	t	f	t	t	f
122112121111	t	m	f	t	t	m
212112121111	t	t	f	t	t	f
112112121111	t	t	f	t	t	f
221112121111	t	t	f	t	t	f
121112121111	t	m	f	t	t	m
211112121111	t	t	f	t	t	f
111112121111	t	t	f	t	t	f
222221121111	t	f	f	t	t	t
122221121111	t	f	f	t	t	t
212221121111	t	m	m	t	t	m
112221121111	t	f	m	t	t	m
221221121111	t	f	f	t	t	t
121221121111	t	f	f	t	t	t
211221121111	t	m	m	t	t	m
111221121111	t	f	m	t	t	m
222121121111	m	m	f	m	t	m
122121121111	t	f	f	t	t	t
212121121111	t	t	f	t	t	f
112121121111	t	m	m	t	t	m
221121121111	t	m	f	m	t	m
121121121111	t	f	f	t	t	t
211121121111	t	t	f	t	t	f
111121121111	t	m	m	t	t	m
222211121111	t	m	f	t	t	m
122211121111	t	f	f	t	t	t
212211121111	t	t	f	t	t	f
112211121111	t	f	t	t	t	f
221211121111	t	m	f	t	t	m
121211121111	t	f	f	t	t	t
211211121111	t	t	f	t	t	f
111211121111	t	f	t	t	t	f
222111121111	t	t	f	t	t	f
122111121111	t	m	f	t	t	m
212111121111	t	t	f	t	t	f
112111121111	t	t	f	t	t	f
221111121111	t	t	f	t	t	f
121111121111	t	m	f	t	t	m
211111121111	t	t	f	t	t	f
111111121111	t	t	f	t	t	f
222222211111	t	f	f	t	t	t
122222211111	t	f	f	t	t	t
212222211111	t	f	f	t	t	t
112222211111	t	f	f	t	t	t
221222211111	t	f	f	t	t	t
121222211111	t	f	f	t	t	t
211222211111	t	f	f	t	t	t
111222211111	t	f	f	t	t	t
222122211111	t	m	f	m	t	t
122122211111	t	f	f	t	t	t
212122211111	t	m	f	m	t	m
112122211111	t	f	f	t	t	t
221122211111	t	m	f	m	t	t
121122211111	t	f	f	t	t	t
211122211111	t	m	f	m	t	m
111122211111	t	f	f	t	t	t
222212211111	t	f	f	t	t	t
122212211111	t	f	f	t	t	t
212212211111	t	m	f	t	t	m
112212211111	t	f	f	t	t	t
221212211111	t	f	f	t	t	t
121212211111	t	f	f	t	t	t
211212211111	t	m	f	t	t	m
111212211111	t	f	f	t	t	t
222112211111	t	m	f	m	t	m
122112211111	t	f	f	t	t	t
212112211111	t	t	f	t	t	f
112112211111	t	m	f	t	t	m
221112211111	t	m	f	m	t	m
121112211111	t	f	f	t	t	t
211112211111	t	t	f	t	t	f
111112211111	t	m	f	t	t	m
222221211111	t	f	f	t	t	t
122221211111	t	f	f	t	t	t
212221211111	t	f	f	t	t	t
112221211111	t	f	f	t	t	t
221221211111	t	f	f	t	t	t
121221211111	t	f	f	t	t	t
211221211111	t	f	f	t	t	t
111221211111	t	f	f	t	t	t
222121211111	t	t	f	f	t	t
122121211111	t	m	f	m	t	t
212121211111	t	t	f	f	t	t
112121211111	t	m	f	m	t	t
221121211111	t	t	f	f	t	t
121121211111	t	m	f	m	t	t
211121211111	t	t	f	f	t	t
111121211111	t	m	f	m	t	t
222211211111	t	f	f	t	t	t
122211211111	t	f	f	t	t	t
212211211111	t	m	f	t	t	m
112211211111	t	f	f	t	t	t
221211211111	t	f	f	t	t	t
121211211111	t	f	f	t	t	t
211211211111	t	m	f	t	t	m
111211211111	t	f	f	t	t	t
222111211111	t	t	f	f	t	t
122111211111	t	m	f	m	t	t
212111211111	t	t	f	m	t	m
112111211111	t	m	f	m	t	m
221111211111	t	t	f	f	t	t
121111211111	t	m	f	m	t	t
211111211111	t	t	f	m	t	m
111111211111	t	m	f	m	t	m
222222111111	t	f	f	t	t	t
122222111111	t	f	f	t	t	t
212222111111	t	m	f	t	t	m
112222111111	t	f	f	t	t	t
221222111111	t	f	f	t	t	t
121222111111	t	f	f	t	t	t
211222111111	t	m	f	t	t	m
111222111111	t	f	f	t	t	t
222122111111	t	m	f	t	t	m
122122111111	t	f	f	t	t	t
212122111111	t	t	f	t	t	f
112122111111	t	m	f	t	t	m
221122111111	t	m	f	t	t	m
121122111111	t	f	f	t	t	t
211122111111	t	t	f	t	t	f
111122111111	t	m	f	t	t	m
222212111111	t	m	f	t	t	m
122212111111	t	f	f	t	t	t
212212111111	t	t	f	t	t	f
112212111111	t	m	f	t	t	m
221212111111	t	m	f	t	t	m
121212111111	t	f	f	t	t	t
211212111111	t	t	f	t	t	f
111212111111	t	m	f	t	t	m
222112111111	t	t	f	t	t	f
122112111111	t	m	f	t	t	m
212112111111	t	t	f	t	t	f
112112111111	t	t	f	t	t	f
221112111111	t	t	f	t	t	f
121112111111	t	m	f	t	t	m
211112111111	t	t	f	t	t	f
111112111111	t	t	f	t	t	f
222221111111	t	f	f	t	t	t
122221111111	t	f	f	t	t	t
212221111111	t	m	f	t	t	m
112221111111	t	f	f	t	t	t
221221111111	t	f	f	t	t	t
121221111111	t	f	f	t	t	t
211221111111	t	m	f	t	t	m
111221111111	t	f	f	t	t	t
222121111111	t	m	f	m	t	m
122121111111	t	f	f	t	t	t
212121111111	t	t	f	t	t	f
112121111111	t	m	f	t	t	m
221121111111	t	m	f	m	t	m
121121111111	t	f	f	t	t	t
211121111111	t	t	f	t	t	f
111121111111	t	m	f	t	t	m
222211111111	t	m	f	t	t	m
122211111111	t	f	f	t	t	t
212211111111	t	t	f	t	t	f
112211111111	t	m	m	t	t	m
221211111111	t	m	f	t	t	m
121211111111	t	f	f	t	t	t
211211111111	t	t	f	t	t	f
111211111111	t	m	m	t	t	m
222111111111	t	t	f	t	t	f
122111111111	t	m	f	t	t	m
212111111111	t	t	f	t	t	f
112111111111	t	t	f	t	t	f
221111111111	t	t	f	t	t	f
121111111111	t	m	f	t	t	m
211111111111	t	t	f	t	t	f
111111111111	t	t	f	t	t	f
